CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_raw,WarehouseToHome_raw,HourSpendOnApp_raw,NumberOfDeviceRegistered_raw,SatisfactionScore_raw,NumberOfAddress_raw,Complain_raw,OrderAmountHikeFromlastYear_raw,CouponUsed_raw,OrderCount_raw,DaySinceLastOrder_raw,CashbackAmount_raw
50011,1,0.06557377049180328,-1,-1,0.10655737704918032,3,1,0.4,0.4,5,0.5,2,0.047619047619047616,0.0,0.4,0.5625,0.9333333333333333,0.17391304347826086,0.909076923076923,4.0,18.0,2.0,3,3,2,0,17.0,9.0,15.0,8.0,295.45
50012,1,0.18032786885245902,-1,-1,0.00819672131147541,0,0,0.6,0.6,2,0.5,0,0.42857142857142855,1.0,0.13333333333333333,0.0,0.0,0.0,0.47326153846153846,11.0,6.0,3.0,4,3,10,1,13.0,0.0,1.0,0.0,153.81
50013,1,0.0,0,-1,0.04918032786885246,3,0,0.4,0.4,1,0.5,0,0.047619047619047616,1.0,0.13333333333333333,0.125,0.06666666666666667,0.043478260869565216,0.41356923076923074,0.0,11.0,2.0,3,3,2,1,13.0,2.0,2.0,2.0,134.41
50014,1,0.0,0,-1,0.08196721311475409,1,0,0.6,0.6,1,0.5,2,0.0,1.0,0.4,0.0,0.0,0.0,0.41193846153846153,0.0,15.0,3.0,4,3,1,1,17.0,0.0,1.0,0.0,133.88
50015,1,0.14754098360655737,-1,-1,0.08196721311475409,1,0,0.6,0.6,2,0.25,0,0.047619047619047616,0.0,0.3333333333333333,0.0,0.2,0.15217391304347827,0.6036615384615385,9.0,15.0,3.0,4,2,2,0,16.0,0.0,4.0,7.0,196.19
50016,1,0.3114754098360656,0,-1,0.05737704918032787,2,0,0.6,0.4,1,1.0,1,0.19047619047619047,1.0,0.7333333333333333,0.0625,0.0,0.043478260869565216,0.3714769230769231,19.0,12.0,3.0,3,5,5,1,22.0,1.0,1.0,2.0,120.73
50017,1,0.0,1,-1,0.05737704918032787,0,1,0.6,0.6,1,0.25,0,0.047619047619047616,1.0,0.4666666666666667,0.0625,0.0,0.0,0.3977230769230769,0.0,12.0,3.0,4,2,2,1,18.0,1.0,1.0,0.0,129.26
50018,1,0.0,-1,-1,0.04918032786885246,4,0,0.4,0.6,0,0.5,0,0.047619047619047616,1.0,0.0,0.0625,0.0,0.06521739130434782,0.4844307692307692,0.0,11.0,2.0,4,3,2,1,11.0,1.0,1.0,3.0,157.44
50019,1,0.0,1,-1,0.06557377049180328,0,0,0.6,0.8,0,0.5,0,0.047619047619047616,1.0,0.8666666666666667,0.0625,0.0,0.13043478260869565,0.4945846153846154,0.0,13.0,3.0,5,3,2,1,24.0,1.0,1.0,6.0,160.74
50020,1,0.3114754098360656,-1,-1,0.12295081967213115,0,1,0.6,0.4,1,0.75,2,0.42857142857142855,1.0,0.4666666666666667,0.0625,0.2,0.06521739130434782,0.4604,19.0,20.0,3.0,3,4,10,1,18.0,1.0,4.0,3.0,149.63
50021,1,0.0,-1,-1,0.05737704918032787,0,0,0.6,0.8,0,0.5,2,0.19047619047619047,1.0,0.4666666666666667,0.375,0.4,0.15217391304347827,0.4976,0.0,12.0,3.0,5,3,5,1,18.0,6.0,7.0,7.0,161.72
50022,1,0.32786885245901637,-1,-1,0.19672131147540983,1,1,0.6,0.4,2,0.25,2,0.047619047619047616,0.0,0.06666666666666667,0.6875,0.9333333333333333,0.13043478260869565,0.6249846153846154,20.0,29.0,3.0,3,2,2,0,12.0,11.0,15.0,6.0,203.12
50023,1,0.3114754098360656,-1,-1,0.1885245901639344,4,0,0.4,0.4,1,0.5,0,0.047619047619047616,1.0,0.5333333333333333,0.0,0.0,0.0,0.35923076923076924,19.0,28.0,2.0,3,3,2,1,19.0,0.0,1.0,0.0,116.75
50024,1,0.0,0,-1,0.1721311475409836,0,1,0.6,0.8,0,0.5,2,0.14285714285714285,1.0,0.0,0.0625,0.06666666666666667,0.043478260869565216,0.4479692307692308,0.0,26.0,3.0,5,3,4,1,11.0,1.0,2.0,2.0,145.59
50025,1,0.22950819672131148,1,-1,0.07377049180327869,0,0,0.4,0.8,2,0.25,0,0.09523809523809523,0.0,0.26666666666666666,0.0,0.0,0.06521739130434782,0.6353846153846154,14.0,14.0,2.0,5,2,3,0,15.0,0.0,1.0,3.0,206.5
50026,1,0.0,0,-1,0.08196721311475409,1,1,0.4,0.4,1,1.0,0,0.3333333333333333,0.0,0.7333333333333333,0.0625,0.0,0.08695652173913043,0.4369230769230769,0.0,15.0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142.0
50027,0,0.13114754098360656,-1,-1,0.00819672131147541,4,0,0.6,0.4,2,0.75,2,0.047619047619047616,0.0,0.13333333333333333,0.0625,0.0,0.13043478260869565,0.5321538461538461,8.0,6.0,3.0,3,4,2,0,13.0,1.0,1.0,6.0,172.95
50028,0,0.3114754098360656,0,-1,0.05737704918032787,4,0,0.4,0.4,0,0.5,2,0.09523809523809523,1.0,0.6,0.0,0.2,0.10869565217391304,0.37864615384615385,19.0,12.0,2.0,3,3,3,1,20.0,0.0,4.0,5.0,123.06
50029,0,0.29508196721311475,0,-1,0.22950819672131148,0,0,0.4,0.4,0,0.75,1,0.38095238095238093,0.0,0.4666666666666667,0.0625,0.0,0.32608695652173914,0.37993846153846156,18.0,33.0,2.0,3,4,9,0,18.0,1.0,1.0,15.0,123.48
50030,0,0.08196721311475409,1,-1,0.07377049180327869,4,1,0.4,0.4,2,0.25,0,0.047619047619047616,0.0,0.2,0.125,0.13333333333333333,0.15217391304347827,0.5845538461538461,5.0,14.0,2.0,3,2,2,0,14.0,2.0,3.0,7.0,189.98
50031,0,0.03278688524590164,1,-1,0.00819672131147541,3,0,0.4,0.4,0,0.5,2,0.047619047619047616,0.0,0.13333333333333333,0.0,0.0,0.1956521739130435,0.44058461538461535,2.0,6.0,2.0,3,3,2,0,13.0,0.0,1.0,9.0,143.19
50032,0,0.0,-1,-1,0.06557377049180328,1,0,0.4,0.6,0,0.5,2,0.09523809523809523,0.0,0.4,0.0625,0.0,0.0,0.49636923076923073,0.0,13.0,2.0,4,3,3,0,17.0,1.0,1.0,0.0,161.32
50033,0,0.4918032786885246,0,-1,0.08196721311475409,1,1,0.6,0.6,1,0.75,2,0.19047619047619047,1.0,0.6,0.0625,0.0,0.0,0.4106461538461539,30.0,15.0,3.0,4,4,5,1,20.0,1.0,1.0,0.0,133.46
50034,0,0.21311475409836064,-1,-1,0.040983606557377046,4,0,0.6,0.6,2,0.25,2,0.3333333333333333,0.0,0.0,0.125,0.06666666666666667,0.2391304347826087,0.6416923076923077,13.0,10.0,3.0,4,2,8,0,11.0,2.0,2.0,11.0,208.55
50035,0,0.3114754098360656,1,-1,0.02459016393442623,4,1,0.6,0.4,1,0.5,2,0.2857142857142857,0.0,0.4666666666666667,0.0625,0.0,0.043478260869565216,0.37633846153846157,19.0,8.0,3.0,3,3,7,0,18.0,1.0,1.0,2.0,122.31
50036,0,0.0,0,-1,0.22950819672131148,1,0,0.6,0.4,1,0.25,2,0.047619047619047616,0.0,0.8666666666666667,0.0,0.06666666666666667,0.043478260869565216,0.37916923076923076,0.0,33.0,3.0,3,2,2,0,24.0,0.0,2.0,2.0,123.23
50037,0,0.3114754098360656,1,-1,0.08196721311475409,1,0,0.4,0.4,1,0.75,1,0.2857142857142857,0.0,0.4666666666666667,0.0,0.06666666666666667,0.043478260869565216,0.3699692307692308,19.0,15.0,2.0,3,4,7,0,18.0,0.0,2.0,2.0,120.24
50038,0,0.01639344262295082,0,-1,0.18032786885245902,1,0,0.6,0.4,1,0.25,2,0.047619047619047616,0.0,0.0,0.0,0.0,0.043478260869565216,0.39116923076923077,1.0,27.0,3.0,3,2,2,0,11.0,0.0,1.0,2.0,127.13
50039,0,0.4918032786885246,-1,-1,0.20491803278688525,0,0,0.4,0.2,2,0.25,1,0.14285714285714285,1.0,0.3333333333333333,0.0625,0.0,0.08695652173913043,0.5981230769230769,30.0,30.0,2.0,2,2,4,1,16.0,1.0,1.0,4.0,194.39
50040,0,0.0,1,-1,0.22950819672131148,1,0,0.6,0.6,1,0.5,1,0.047619047619047616,1.0,0.26666666666666666,0.0,0.0,0.021739130434782608,0.38664615384615386,0.0,33.0,3.0,4,3,2,1,15.0,0.0,1.0,1.0,125.66
50041,0,0.3770491803278688,-1,-1,0.09836065573770492,0,1,0.4,0.4,5,0.75,0,0.14285714285714285,0.0,0.4,0.125,0.2,0.08695652173913043,0.9208,23.0,17.0,2.0,3,4,4,0,17.0,2.0,4.0,4.0,299.26
50042,0,0.22950819672131148,0,-1,0.22950819672131148,0,0,0.4,0.4,1,0.5,1,0.19047619047619047,0.0,0.06666666666666667,0.0625,0.0,0.17391304347826086,0.3831076923076923,14.0,33.0,2.0,3,3,5,0,12.0,1.0,1.0,8.0,124.51
50043,0,0.04918032786885246,-1,-1,0.04918032786885246,0,1,0.4,0.4,2,0.25,2,0.09523809523809523,0.0,0.06666666666666667,0.125,0.4,0.08695652173913043,0.5975076923076923,3.0,11.0,2.0,3,2,3,0,12.0,2.0,7.0,4.0,194.19
50044,0,0.18032786885245902,-1,-1,0.00819672131147541,0,1,0.4,0.6,0,0.25,0,0.19047619047619047,0.0,0.7333333333333333,0.0625,0.0,0.021739130434782608,0.5749538461538461,11.0,6.0,2.0,4,2,5,0,22.0,1.0,1.0,1.0,186.86
50045,0,0.08196721311475409,0,-1,0.05737704918032787,0,0,0.6,0.4,1,0.5,0,0.14285714285714285,0.0,0.6,0.0,0.0,0.08695652173913043,0.4011692307692308,5.0,12.0,3.0,3,3,4,0,20.0,0.0,1.0,4.0,130.38
50046,0,0.0,0,-1,0.14754098360655737,3,0,0.6,0.4,1,0.75,2,0.0,1.0,0.3333333333333333,0.0625,0.0,0.021739130434782608,0.4017846153846154,0.0,23.0,3.0,3,4,1,1,16.0,1.0,1.0,1.0,130.58
50047,1,0.0,1,-1,0.22950819672131148,3,1,0.6,0.8,1,1.0,0,0.0,0.0,0.6666666666666666,0.0625,0.0,0.0,0.3792307692307692,0.0,33.0,3.0,5,5,1,0,21.0,1.0,1.0,0.0,123.25
50048,0,0.3114754098360656,1,-1,0.03278688524590164,1,0,0.2,0.4,1,0.75,0,0.19047619047619047,0.0,0.06666666666666667,0.25,0.4,0.043478260869565216,0.37193846153846155,19.0,9.0,1.0,3,4,5,0,12.0,4.0,7.0,2.0,120.88
50049,0,0.04918032786885246,1,-1,0.08196721311475409,1,0,0.6,0.4,0,1.0,1,0.047619047619047616,0.0,0.0,0.0,0.3333333333333333,0.21739130434782608,0.4022153846153846,3.0,15.0,3.0,3,5,2,0,11.0,0.0,6.0,10.0,130.72
50050,0,0.29508196721311475,-1,-1,0.040983606557377046,0,1,0.2,0.4,0,1.0,1,0.19047619047619047,1.0,0.0,0.0,0.0,0.06521739130434782,0.4617230769230769,18.0,10.0,1.0,3,5,5,1,11.0,0.0,1.0,3.0,150.06
50051,0,0.47540983606557374,0,-1,0.07377049180327869,0,1,0.6,0.4,1,1.0,1,0.19047619047619047,1.0,0.4666666666666667,0.0625,0.06666666666666667,0.043478260869565216,0.4386769230769231,29.0,14.0,3.0,3,5,5,1,18.0,1.0,2.0,2.0,142.57
50052,0,0.09836065573770492,0,-1,0.22950819672131148,0,0,0.4,0.4,1,0.25,0,0.0,0.0,0.2,0.0,0.0,0.043478260869565216,0.38461538461538464,6.0,33.0,2.0,3,2,1,0,14.0,0.0,1.0,2.0,125.0
50053,1,0.0,-1,-1,0.02459016393442623,0,0,0.4,0.6,1,0.25,0,0.047619047619047616,0.0,0.7333333333333333,0.0,0.0,0.0,0.3416,0.0,8.0,2.0,4,2,2,0,22.0,0.0,1.0,0.0,111.02
50054,0,0.3114754098360656,-1,-1,0.00819672131147541,4,1,0.6,0.4,2,1.0,1,0.047619047619047616,0.0,0.9333333333333333,0.25,0.9333333333333333,0.15217391304347827,0.6293230769230769,19.0,6.0,3.0,3,5,2,0,25.0,4.0,15.0,7.0,204.53
50055,0,0.3114754098360656,0,-1,0.08196721311475409,0,1,0.6,0.4,1,0.25,0,0.047619047619047616,0.0,0.06666666666666667,0.0625,0.06666666666666667,0.021739130434782608,0.37809230769230767,19.0,15.0,3.0,3,2,2,0,12.0,1.0,2.0,1.0,122.88
50056,0,0.06557377049180328,0,-1,0.10655737704918032,1,1,0.6,0.4,1,0.25,2,0.38095238095238093,1.0,0.8,0.0625,0.0,0.043478260869565216,0.42858461538461534,4.0,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139.29
50057,0,0.3114754098360656,0,-1,0.22950819672131148,1,1,0.6,0.4,1,0.75,0,0.09523809523809523,0.0,0.26666666666666666,0.0625,0.0,0.043478260869565216,0.3788,19.0,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123.11
50058,1,0.06557377049180328,0,-1,0.1721311475409836,4,1,0.6,0.4,1,0.75,0,0.047619047619047616,1.0,0.7333333333333333,0.0,0.0,0.043478260869565216,0.4043076923076923,4.0,26.0,3.0,3,4,2,1,22.0,0.0,1.0,2.0,131.4
50059,0,0.3770491803278688,0,-1,0.00819672131147541,1,0,0.4,0.6,1,0.5,2,0.09523809523809523,0.0,0.26666666666666666,0.0,0.0,0.043478260869565216,0.42123076923076924,23.0,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,136.9
50060,0,0.4262295081967213,0,-1,0.11475409836065574,1,1,0.4,0.2,0,1.0,1,0.047619047619047616,0.0,0.0,0.0625,0.0,0.06521739130434782,0.44461538461538463,26.0,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,144.5
50061,0,0.09836065573770492,0,-1,0.12295081967213115,1,1,0.6,0.4,1,0.75,2,0.047619047619047616,0.0,0.13333333333333333,0.0,0.0,0.13043478260869565,0.3924923076923077,6.0,20.0,3.0,3,4,2,0,13.0,0.0,1.0,6.0,127.56
50062,0,0.21311475409836064,-1,-1,0.040983606557377046,1,1,0.4,0.4,5,0.5,2,0.047619047619047616,0.0,0.2,0.25,0.5333333333333333,0.1956521739130435,0.8933230769230769,13.0,10.0,2.0,3,3,2,0,14.0,4.0,9.0,9.0,290.33
50063,0,0.45901639344262296,-1,-1,0.12295081967213115,1,0,0.6,0.2,5,0.75,0,0.38095238095238093,0.0,0.0,0.25,0.06666666666666667,0.32608695652173914,0.8837538461538462,28.0,20.0,3.0,2,4,9,0,11.0,4.0,2.0,15.0,287.22
50064,0,0.11475409836065574,1,-1,0.02459016393442623,0,0,0.4,0.6,0,0.5,2,0.047619047619047616,0.0,0.4,0.0,0.0,0.1956521739130435,0.6014461538461539,7.0,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195.47
50065,0,0.39344262295081966,-1,-1,0.03278688524590164,1,1,0.6,0.4,4,0.75,0,0.14285714285714285,0.0,0.4666666666666667,0.0,0.26666666666666666,0.0,0.730276923076923,24.0,9.0,3.0,3,4,4,0,18.0,0.0,5.0,0.0,237.34
50066,0,0.4098360655737705,-1,-1,0.00819672131147541,0,0,0.6,0.6,5,0.5,2,0.0,0.0,0.4,0.0625,0.6666666666666666,0.1956521739130435,0.9230461538461538,25.0,6.0,3.0,4,3,1,0,17.0,1.0,11.0,9.0,299.99
50067,0,0.3114754098360656,0,-1,0.08196721311475409,1,1,0.4,0.4,1,0.75,0,0.047619047619047616,0.0,0.3333333333333333,0.0625,0.0,0.06521739130434782,0.3778153846153846,19.0,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,122.79
50068,1,0.0,-1,-1,0.19672131147540983,0,0,0.4,0.6,0,0.5,2,0.14285714285714285,1.0,0.13333333333333333,0.0625,0.0,0.021739130434782608,0.4897230769230769,0.0,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159.16
50069,0,0.3114754098360656,1,-1,0.06557377049180328,1,0,0.4,0.2,1,0.25,1,0.19047619047619047,0.0,0.2,0.0,0.06666666666666667,0.043478260869565216,0.3719692307692308,19.0,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,120.89
50070,0,0.29508196721311475,1,-1,0.02459016393442623,1,0,0.6,0.6,4,0.25,2,0.42857142857142855,0.0,0.8,0.25,0.6666666666666666,0.17391304347826086,0.8243692307692309,18.0,8.0,3.0,4,2,10,0,23.0,4.0,11.0,8.0,267.92
50071,0,0.16393442622950818,0,-1,0.18032786885245902,0,0,0.6,0.2,1,1.0,2,0.047619047619047616,1.0,0.06666666666666667,0.0,0.0,0.15217391304347827,0.41735384615384613,10.0,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,135.64
50072,0,0.13114754098360656,1,-1,0.02459016393442623,1,1,0.4,0.4,0,0.75,0,0.23809523809523808,0.0,0.0,0.0625,0.0,0.043478260869565216,0.44384615384615383,8.0,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144.25
50073,0,0.2459016393442623,1,-1,0.18032786885245902,1,1,0.4,0.4,0,0.5,1,0.09523809523809523,0.0,0.3333333333333333,0.0,0.0,0.043478260869565216,0.4696923076923077,15.0,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,152.65
50074,0,0.18032786885245902,-1,-1,0.02459016393442623,0,0,0.4,0.4,0,0.5,2,0.42857142857142855,0.0,0.2,0.0,0.0,0.0,0.5093230769230769,11.0,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,165.53
50075,0,0.18032786885245902,-1,-1,0.2459016393442623,3,0,0.4,0.4,0,0.25,2,0.14285714285714285,0.0,0.4666666666666667,0.0,0.0,0.15217391304347827,0.5003384615384616,11.0,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,162.61
50076,0,0.0,1,-1,0.00819672131147541,3,0,0.4,0.6,0,1.0,2,0.23809523809523808,0.0,0.5333333333333333,0.0,0.06666666666666667,0.0,0.4399384615384615,0.0,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,142.98
50077,0,0.36065573770491804,1,-1,0.1557377049180328,0,0,0.6,0.4,0,0.25,1,0.047619047619047616,1.0,0.26666666666666666,0.0,0.0,0.15217391304347827,0.5170461538461538,22.0,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168.04
50078,0,0.11475409836065574,1,-1,0.09016393442622951,1,0,0.4,0.4,1,0.5,1,0.047619047619047616,1.0,0.4,0.125,0.06666666666666667,0.0,0.4250769230769231,7.0,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138.15
50079,0,0.21311475409836064,0,-1,0.16393442622950818,1,0,0.6,0.4,0,0.25,2,0.38095238095238093,1.0,0.26666666666666666,0.0625,0.13333333333333333,0.15217391304347827,0.39203076923076924,13.0,25.0,3.0,3,2,9,1,15.0,1.0,3.0,7.0,127.41
50080,1,0.01639344262295082,-1,-1,0.2459016393442623,1,0,0.6,0.4,0,1.0,2,0.3333333333333333,1.0,0.5333333333333333,0.0,0.0,0.0,0.5130153846153845,1.0,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,166.73
50081,1,0.0,-1,-1,0.22950819672131148,4,1,0.4,0.4,2,0.25,2,0.047619047619047616,0.0,0.7333333333333333,0.0625,0.0,0.1956521739130435,0.5427384615384615,0.0,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176.39
50082,0,0.0,0,-1,0.22950819672131148,0,0,0.4,0.2,1,0.75,1,0.047619047619047616,1.0,0.3333333333333333,0.0,0.06666666666666667,0.043478260869565216,0.37932307692307693,0.0,33.0,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123.28
50083,0,0.3114754098360656,1,-1,0.1557377049180328,1,1,0.6,0.4,1,0.25,0,0.047619047619047616,0.0,0.13333333333333333,0.0625,0.0,0.15217391304347827,0.37393846153846155,19.0,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,121.53
50084,0,0.21311475409836064,1,-1,0.08196721311475409,0,0,0.6,0.6,0,0.25,2,0.42857142857142855,0.0,0.2,0.0625,0.0,0.043478260869565216,0.4577230769230769,13.0,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,148.76
50085,0,0.3114754098360656,-1,-1,0.00819672131147541,1,0,0.6,0.4,2,1.0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.06521739130434782,0.5968,19.0,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,193.96
50086,1,0.0,-1,-1,0.040983606557377046,1,0,0.4,0.8,2,0.25,2,0.047619047619047616,0.0,0.0,0.4375,0.5333333333333333,0.17391304347826086,0.6276923076923077,0.0,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204.0
50087,0,0.04918032786885246,1,-1,0.00819672131147541,0,0,0.4,0.6,2,0.5,0,0.047619047619047616,0.0,0.7333333333333333,0.125,0.26666666666666666,0.17391304347826086,0.5684307692307693,3.0,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,184.74
50088,0,0.0,1,-1,0.1721311475409836,0,1,0.4,0.4,0,0.5,0,0.047619047619047616,0.0,0.2,0.0625,0.0,0.15217391304347827,0.6148,0.0,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,199.81
50089,0,0.39344262295081966,-1,-1,0.07377049180327869,0,0,0.4,0.6,2,0.75,2,0.23809523809523808,0.0,0.3333333333333333,0.0625,0.2,0.2391304347826087,0.6920000000000001,24.0,14.0,2.0,4,4,6,0,16.0,1.0,4.0,11.0,224.9
50090,1,0.0,0,-1,0.22950819672131148,3,1,0.4,0.4,1,1.0,0,0.23809523809523808,1.0,0.0,0.0625,0.0,0.08695652173913043,0.38944615384615383,0.0,33.0,2.0,3,5,6,1,11.0,1.0,1.0,4.0,126.57
50091,0,0.22950819672131148,-1,-1,0.05737704918032787,0,1,0.6,0.4,2,0.25,0,0.14285714285714285,1.0,0.4666666666666667,0.0,0.26666666666666666,0.0,0.7258769230769232,14.0,12.0,3.0,3,2,4,1,18.0,0.0,5.0,0.0,235.91000000000005
50092,1,0.0,1,-1,0.22131147540983606,4,1,0.4,0.6,0,1.0,0,0.23809523809523808,0.0,0.26666666666666666,0.0,0.0,0.021739130434782608,0.513723076923077,0.0,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,166.96
50093,1,0.3114754098360656,0,-1,0.00819672131147541,3,0,0.4,0.4,1,0.5,0,0.0,0.0,0.2,0.0,0.0,0.10869565217391304,0.37101538461538464,19.0,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,120.58
50094,0,0.29508196721311475,1,-1,0.05737704918032787,1,1,0.4,0.6,2,0.25,0,0.2857142857142857,0.0,0.06666666666666667,0.75,0.7333333333333333,0.17391304347826086,0.5804615384615385,18.0,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,188.65
50095,0,0.4426229508196721,-1,-1,0.03278688524590164,4,1,0.4,0.4,0,1.0,2,0.09523809523809523,0.0,0.2,0.0625,0.0,0.10869565217391304,0.4904615384615385,27.0,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159.4
50096,0,0.14754098360655737,-1,-1,0.04918032786885246,0,0,0.6,0.4,0,0.75,0,0.38095238095238093,0.0,0.3333333333333333,0.0,0.13333333333333333,0.15217391304347827,0.4896615384615384,9.0,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159.14
50097,0,0.09836065573770492,0,-1,0.22950819672131148,1,1,0.4,0.6,1,0.75,2,0.2857142857142857,0.0,0.6666666666666666,0.0,0.0,0.021739130434782608,0.38836923076923074,6.0,33.0,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126.22
50098,0,0.16393442622950818,1,-1,0.09836065573770492,2,0,0.4,0.4,2,0.25,1,0.047619047619047616,1.0,0.2,0.0,0.0,0.2391304347826087,0.6826153846153846,10.0,17.0,2.0,3,2,2,1,14.0,0.0,1.0,11.0,221.85
50099,0,0.18032786885245902,-1,-1,0.03278688524590164,0,0,0.6,0.4,2,0.5,1,0.0,0.0,0.06666666666666667,0.0625,0.26666666666666666,0.2826086956521739,0.6341230769230769,11.0,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206.09
50100,0,0.06557377049180328,1,-1,0.00819672131147541,1,0,0.4,0.8,0,0.5,2,0.0,0.0,0.06666666666666667,0.0625,0.0,0.08695652173913043,0.4413846153846154,4.0,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143.45
