CustomerID,churn_probability,urgency,channel,strategies,num_strategies,source
51131,0.9867511928940209,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53422,0.9862487940351055,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50339,0.9848903011122323,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
54524,0.9848525936476411,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
54618,0.9844646705030118,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53148,0.9844646705030118,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53602,0.9839880215656251,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
54624,0.9837240224351311,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
53154,0.983599636831935,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
52077,0.9834254354993908,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52601,0.9832403816233977,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54844,0.9831714955473481,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52672,0.9831475738647685,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54030,0.9831370413401964,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
55500,0.9831370413401964,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53379,0.9831069277556692,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51202,0.9830046066255089,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50559,0.982418705091502,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50787,0.9822326873009577,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
52175,0.9814961943410312,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53374,0.9810494509840546,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51215,0.9808604968417578,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52685,0.9808604968417578,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54990,0.9804488516225487,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50068,0.9800432815171919,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
52029,0.9796482124417867,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50239,0.9794978369635874,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
51809,0.9784895511536389,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
52907,0.9784747925358195,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
52406,0.9783675794701916,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50936,0.9783675794701916,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51538,0.9783663454857761,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
51208,0.9782111144785282,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
52678,0.9782111144785282,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
54701,0.9780793055923406,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53231,0.9780793055923406,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54004,0.9775803818200504,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50092,0.97734423601633,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
51149,0.9769237661005029,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52619,0.9769237661005029,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52659,0.9766673135885433,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52715,0.9758286027817045,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
52414,0.9756238338620309,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
53054,0.9754633256348682,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
52257,0.975383505918227,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
55434,0.9753525370902931,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53964,0.9753525370902931,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54892,0.9751809916282816,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
55514,0.9747226511709943,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54614,0.9744698308370867,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
53144,0.9744698308370867,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
54849,0.9740099182188264,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50944,0.9736281302145222,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
50389,0.9735130555440821,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
50532,0.9733896428068929,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
55487,0.9732819274327051,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52711,0.9722939190129206,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
54023,0.9722001930885688,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
55493,0.9722001930885688,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
55072,0.9720754097877571,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
50006,0.9719999155808947,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51859,0.9714742226391389,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
51510,0.9711690178224577,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
50040,0.9711690178224577,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
54017,0.9711608359110953,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53759,0.9708812824297308,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
55168,0.9708475433465178,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
50882,0.9708132560007812,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
51245,0.9707737654967499,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
55474,0.9706065872880641,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52905,0.9701168974585894,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54377,0.969782534633264,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
51562,0.9696383214157693,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
50571,0.9693801918792088,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Send feedback request with small reward | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus,5,Rule Engine
54375,0.9693305269248591,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50105,0.9689186665531845,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
53946,0.9687411763782601,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51241,0.9667896754627063,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
55053,0.9667402828209062,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
54044,0.9666884846246244,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53827,0.9650023526891821,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
55297,0.9650023526891821,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50465,0.9648746782152341,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
55229,0.9638814766517021,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
55416,0.9636631896492277,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51012,0.963450613617066,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52482,0.963450613617066,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
52532,0.9633747096862971,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
52582,0.9630825334436637,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51935,0.9626976252528772,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
51709,0.9615514380722046,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
55398,0.9612370555155725,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
50169,0.9611793912451148,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Schedule satisfaction survey with incentive,5,Rule Engine
51348,0.9610811378852278,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
50002,0.9610811378852278,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
50705,0.9605738903963004,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
53748,0.9603899263998505,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Laptop & Accessory deals based on browsing history,5,Rule Engine
50390,0.9601736195988053,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50656,0.960152243240505,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Fashion deals based on browsing history,5,Rule Engine
55530,0.9594203007413706,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Send feedback request with small reward,5,Rule Engine
54923,0.9593467601346695,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Escalate to customer success team for complaint resolution | Send apology with compensation (free shipping on next order) | Activate new customer nurture campaign,5,Rule Engine
50047,0.9589217936209451,Critical,Phone + Email,Immediate personal outreach by account manager | Offer exclusive loyalty discount (15-20% off next 3 orders) | Activate new customer nurture campaign | Offer first-time loyalty program enrollment bonus | Curate personalised Mobile deals based on browsing history,5,Rule Engine
